  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
433570 99999 201705200300 ***   0 *** 722 SCT * * *  6.2 ** ** ** ** ** ** ** ** *   85   79 1011.0 ***** ******  93  78 ***** ***** ***** ***** ** 
433570 99999 201705201200 050   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   88   78 1007.4 ***** ******  93 *** ***** ***** ***** ***** ** 
433570 99999 201705220300 320   3 *** 722 SCT * * *  6.2 ** ** ** ** ** ** ** ** *   86   77 1008.9 ***** ******  91  78 ***** ***** ***** ***** ** 
433570 99999 201705230300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   73 1009.4 ***** ******  90  77 ***** ***** ***** ***** ** 
433570 99999 201705231200 320   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   91   74 1005.4 ***** ******  95 *** ***** ***** ***** ***** ** 
433570 99999 201705240300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   74 1009.6 ***** ******  95  79 ***** *****  0.31 ***** ** 
433570 99999 201705250300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   78 1008.5 ***** ******  93  79 ***** ***** ***** ***** ** 
433570 99999 201705251200 020   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   89   76 1004.8 ***** ******  95 *** ***** ***** *****  0.04 ** 
433570 99999 201705261200 230   2 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   90   73 1005.8 ***** ******  94 *** ***** ***** ***** ***** ** 
433570 99999 201705270300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   78   75 1008.3 ***** ******  94  75 ***** *****  0.63 ***** ** 
433570 99999 201705271200 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   89   72 1006.2 ***** ******  93 *** ***** ***** ***** ***** ** 
433570 99999 201706020300 ***   0 *** *** BKN * * *  6.2 01 ** ** ** ** ** ** ** 5   81   78 1008.8 ***** ******  88  75 ***** *****  0.16 ***** ** 
433570 99999 201706021200 ***   0 *** *** BKN * * *  6.2 51 ** ** ** ** ** ** ** 2   81   76 1007.3 ***** ******  90 *** ***** ***** *****  0.00T** 
433570 99999 201706030300 230   1 *** *** BKN * * *  6.2 03 ** ** ** ** ** ** ** 5   80   77 1012.1 ***** ******  90  75 ***** *****  0.12 ***** ** 
433570 99999 201706031200 ***   0 *** *** BKN * * *  6.2 03 ** ** ** ** ** ** ** 5   83   78 1008.6 ***** ******  87 *** ***** ***** *****  0.28 ** 
433570 99999 201706040300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   77 1010.6 ***** ******  87  76 ***** *****  0.47 ***** ** 
433570 99999 201706041200 ***   0 *** *** BKN * * *  6.2 01 ** ** ** ** ** ** ** 5   84   78 1008.3 ***** ******  91 *** ***** ***** *****  0.02 ** 
433570 99999 201706050300 ***   0 *** *** OVC * * *  1.2 63 ** ** ** ** ** ** ** 6   77   77 1012.1 ***** ******  91  76 ***** *****  0.39 ***** ** 
433570 99999 201706051200 ***   0 *** *** OVC * * *  2.5 51 ** ** ** ** ** ** ** 6   78   77 1008.9 ***** ******  84 *** ***** ***** *****  0.87 ** 
433570 99999 201706061200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   77 1008.5 ***** ******  89 *** ***** ***** *****  0.00 ** 
433570 99999 201706070300 ***   0 *** *** OVC * * *  2.5 ** ** ** ** ** ** ** ** *   79   78 1012.6 ***** ******  89  76 ***** *****  0.03 ***** ** 
433570 99999 201706071200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   75 1009.8 ***** ******  85 *** ***** ***** ***** ***** ** 
433570 99999 201706081200 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   74 1008.7 ***** ******  88 *** ***** ***** *****  0.03 ** 
433570 99999 201706091200 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   74 1008.2 ***** ******  88 *** ***** ***** *****  0.02 ** 
433570 99999 201706100300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   75 1010.8 ***** ******  88  74 ***** *****  0.12 ***** ** 
433570 99999 201706110300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   78   76 1010.0 ***** ******  82  73 ***** *****  3.11 ***** ** 
433570 99999 201706120300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   78   77 1009.5 ***** ******  84  73 ***** *****  0.63 ***** ** 
433570 99999 201706121200 ***   0 *** *** OVC * * *  2.5 51 ** ** ** ** ** ** ** 6   78   77 1007.9 ***** ******  82 *** ***** ***** *****  0.59 ** 
433570 99999 201706130300 ***   0 *** *** OVC * * *  2.5 20 ** ** ** ** ** ** ** 6   78   78 1008.9 ***** ******  82  75 ***** *****  0.94 ***** ** 
433570 99999 201706131200 ***   0 *** *** BKN * * *  6.2 21 ** ** ** ** ** ** ** 5   80   78 1007.9 ***** ******  86 *** ***** ***** *****  0.35 ** 
433570 99999 201706140300 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   79 1009.8 ***** ******  86  76 ***** *****  0.47 ***** ** 
433570 99999 201706151200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   77 1008.9 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201706161200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   77 1008.1 ***** ******  88 *** ***** ***** ***** ***** ** 
433570 99999 201706170300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   80 1010.5 ***** ******  88  75 ***** *****  0.75 ***** ** 
433570 99999 201706180300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   78 1011.0 ***** ******  91  75 ***** ***** ***** ***** ** 
433570 99999 201706190300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   78 1009.4 ***** ******  91  76 ***** *****  0.16 ***** ** 
433570 99999 201706200300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   78 1010.1 ***** ******  91  76 ***** *****  0.59 ***** ** 
433570 99999 201706201200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   78 1008.8 ***** ******  88 *** ***** ***** *****  0.04 ** 
433570 99999 201706210300 ***   0 *** *** OVC * * *  2.5 20 ** ** ** ** ** ** ** 6   78   77 1011.0 ***** ******  88  74 ***** *****  0.20 ***** ** 
433570 99999 201706211200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   76 1008.4 ***** ******  87 *** ***** ***** *****  0.08 ** 
433570 99999 201706220300 250   2 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   82   78 1011.8 ***** ******  87  75 ***** *****  0.12 ***** ** 
433570 99999 201706230300 ***   0 *** *** BKN * * *  2.5 51 ** ** ** ** ** ** ** 6   75   74 1011.8 ***** ******  90  74 ***** *****  1.34 ***** ** 
433570 99999 201706231200 ***   0 *** *** BKN * * *  6.2 51 ** ** ** ** ** ** ** 6   78   76 1008.7 ***** ******  86 *** ***** ***** *****  0.51 ** 
433570 99999 201706240300 ***   0 *** *** OVC * * *  2.5 ** ** ** ** ** ** ** ** *   76   75 1010.1 ***** ******  86  72 ***** *****  1.73 ***** ** 
433570 99999 201706241200 250   1 *** *** OVC * * *  2.5 50 ** ** ** ** ** ** ** 5   77   75 1009.3 ***** ******  82 *** ***** ***** *****  0.16 ** 
433570 99999 201706250300 ***   0 *** *** BKN * * *  6.2 51 ** ** ** ** ** ** ** 6   77   74 1009.2 ***** ******  82  73 ***** *****  0.39 ***** ** 
433570 99999 201706251200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   78   76 1006.1 ***** ******  82 *** ***** ***** *****  1.02 ** 
433570 99999 201706261200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   75 1007.9 ***** ******  87 *** ***** ***** *****  0.67 ** 
433570 99999 201706270300 ***   0 *** *** OVC * * *  2.5 20 ** ** ** ** ** ** ** 6   77   76 1011.5 ***** ******  87  72 ***** *****  3.90 ***** ** 
433570 99999 201706271200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   74 1009.3 ***** ******  81 *** ***** ***** *****  0.98 ** 
433570 99999 201706280300 ***   0 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   78   76 1012.5 ***** ******  81  73 ***** *****  1.30 ***** ** 
433570 99999 201706281200 230   2 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   74 1008.9 ***** ******  87 *** ***** ***** *****  0.12 ** 
433570 99999 201706290300 ***   0 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   78   75 1010.7 ***** ******  87  71 ***** *****  0.35 ***** ** 
433570 99999 201706291200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   76 1007.9 ***** ******  89 *** ***** ***** ***** ***** ** 
433570 99999 201706301200 ***   0 *** *** BKN * * *  6.2 21 ** ** ** ** ** ** ** 2   78   76 1007.5 ***** ******  87 *** ***** ***** *****  0.24 ** 
433570 99999 201707010300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 1010.3 ***** ******  87  73 ***** *****  0.35 ***** ** 
433570 99999 201707011200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   76   75 1009.1 ***** ******  85 *** ***** ***** *****  0.39 ** 
433570 99999 201707021200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   74 1009.2 ***** ******  87 *** ***** ***** *****  0.02 ** 
433570 99999 201707030300 ***   0 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   79   76 1011.5 ***** ******  87  73 ***** *****  0.28 ***** ** 
433570 99999 201707031200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   75 1009.6 ***** ******  84 *** ***** ***** *****  0.51 ** 
433570 99999 201707040300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   76 1012.3 ***** ******  84  73 ***** *****  0.51 ***** ** 
433570 99999 201707041200 320   2 *** *** BKN * * *  6.2 20 ** ** ** ** ** ** ** 2   84   78 1010.2 ***** ******  89 *** ***** ***** *****  0.03 ** 
433570 99999 201707051200 290   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   76 1009.2 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201707060300 ***   0 *** *** BKN * * *  2.5 20 ** ** ** ** ** ** ** 6   79   75 1013.1 ***** ******  90  74 ***** *****  0.20 ***** ** 
433570 99999 201707070300 ***   0 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   79   77 1012.1 ***** ******  84  73 ***** *****  0.31 ***** ** 
433570 99999 201707071200 ***   0 *** *** BKN * * *  2.5 21 ** ** ** ** ** ** ** 6   78   77 1010.1 ***** ******  85 *** ***** ***** *****  0.47 ** 
433570 99999 201707080300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   77   75 1012.0 ***** ******  85  71 ***** *****  0.71 ***** ** 
433570 99999 201707081200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   74 1009.1 ***** ******  87 *** ***** ***** *****  0.16 ** 
433570 99999 201707090300 ***   0 *** *** OVC * * *  2.5 60 ** ** ** ** ** ** ** 5   77   76 1011.6 ***** ******  87  74 ***** *****  0.31 ***** ** 
433570 99999 201707091200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   76 1008.4 ***** ******  82 *** ***** ***** *****  0.20 ** 
433570 99999 201707100300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   79   76 1013.4 ***** ******  82  73 ***** *****  1.26 ***** ** 
433570 99999 201707101200 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   75 1010.0 ***** ******  91 *** ***** ***** ***** ***** ** 
433570 99999 201707110300 ***   0 *** *** OVC * * *  6.2 ** ** ** ** ** ** ** ** *   79   75 1013.2 ***** ******  91  74 ***** *****  0.35 ***** ** 
433570 99999 201707111200 320   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   75 1011.1 ***** ******  87 *** ***** ***** *****  0.02 ** 
433570 99999 201707120300 ***   0 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   80   77 1012.3 ***** ******  87  75 ***** *****  0.04 ***** ** 
433570 99999 201707121200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   77 1008.9 ***** ******  86 *** ***** ***** *****  0.00 ** 
433570 99999 201707130300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   77 1010.5 ***** ******  86  75 ***** *****  0.00 ***** ** 
433570 99999 201707131200 ***   0 *** *** OVC * * *  2.5 51 ** ** ** ** ** ** ** 6   75   75 1009.9 ***** ******  86 *** ***** ***** *****  1.22 ** 
433570 99999 201707140300 ***   0 *** *** BKN * * *  6.2 20 ** ** ** ** ** ** ** 6   75   73 1011.6 ***** ******  86  70 ***** *****  1.81 ***** ** 
433570 99999 201707141200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   76 1009.5 ***** ******  86 *** ***** ***** ***** ***** ** 
433570 99999 201707150300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 1011.4 ***** ******  86  73 ***** *****  0.02 ***** ** 
433570 99999 201707151200 320   3 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   75 1009.3 ***** ******  87 *** ***** ***** ***** ***** ** 
433570 99999 201707160300 ***   0 *** *** BKN * * *  6.2 20 ** ** ** ** ** ** ** 5   81   76 1011.0 ***** ******  87  74 ***** *****  0.04 ***** ** 
433570 99999 201707161200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   76 1008.6 ***** ******  89 *** ***** ***** ***** ***** ** 
433570 99999 201707170300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   77 1010.0 ***** ******  89  72 ***** *****  0.20 ***** ** 
433570 99999 201707180300 ***   0 *** *** BKN * * *  2.5 20 ** ** ** ** ** ** ** 6   74   73 1011.2 ***** ******  88  71 ***** *****  0.98 ***** ** 
433570 99999 201707181200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   78   76 1007.8 ***** ******  87 *** ***** ***** *****  1.14 ** 
433570 99999 201707190300 ***   0 *** *** BKN * * *  6.2 21 ** ** ** ** ** ** ** 6   75   74 1011.4 ***** ******  87  72 ***** *****  2.09 ***** ** 
433570 99999 201707191200 230   2 *** *** OVC * * *  2.5 61 ** ** ** ** ** ** ** 6   75   73 1008.2 ***** ******  86 *** ***** ***** *****  0.43 ** 
433570 99999 201707200300 ***   0 *** *** OVC * * *  2.5 61 ** ** ** ** ** ** ** 6   72   71 1009.6 ***** ******  86  70 ***** *****  1.54 ***** ** 
433570 99999 201707201200 250   3 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   77 1006.9 ***** ******  87 *** ***** ***** *****  0.28 ** 
433570 99999 201707230300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   74 1010.7 ***** ******  89  74 ***** *****  0.04 ***** ** 
433570 99999 201707231200 020   1 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   84   76 1009.2 ***** ******  87 *** ***** ***** *****  0.12 ** 
433570 99999 201707241200 ***   0 *** *** OVC * * *  6.2 02 ** ** ** ** ** ** ** 6   80   75 1010.0 ***** ******  89 *** ***** ***** *****  0.12 ** 
433570 99999 201707250300 ***   0 *** 722 SCT * * *  6.2 ** ** ** ** ** ** ** ** *   82   76 1009.8 ***** ******  89  73 ***** *****  0.12 ***** ** 
433570 99999 201707251200 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   86   76 1006.5 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201707260300 ***   0 *** 722 SCT * * *  6.2 ** ** ** ** ** ** ** ** *   81   76 1009.8 ***** ******  90  75 ***** ***** ***** ***** ** 
433570 99999 201707261200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   76 1007.6 ***** ******  89 *** ***** ***** ***** ***** ** 
433570 99999 201707270300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   77 1010.7 ***** ******  89  74 ***** *****  0.04 ***** ** 
433570 99999 201707271200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   76 1008.6 ***** ******  89 *** ***** ***** *****  0.08 ** 
433570 99999 201707280300 320   1 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   82   76 1012.1 ***** ******  89  73 ***** *****  0.35 ***** ** 
433570 99999 201707281200 250   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   76 1009.2 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201707290300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   75 1012.9 ***** ******  90  73 ***** *****  0.28 ***** ** 
433570 99999 201707301200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   75 1008.2 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201707310300 320   3 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   76 1011.6 ***** ******  90  76 ***** ***** ***** ***** ** 
433570 99999 201707311200 250   2 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   76 1008.0 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201708011200 250   3 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   75 1009.2 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201708030300 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 5   81   75 1011.9 ***** ******  88  74 ***** *****  0.02 ***** ** 
433570 99999 201708031200 ***   0 *** *** OVC * * *  6.2 50 ** ** ** ** ** ** ** 5   79   73 1009.2 ***** ******  86 *** ***** ***** *****  0.04 ** 
433570 99999 201708040300 ***   0 *** *** OVC * * *  2.5 20 ** ** ** ** ** ** ** 6   78   77 1010.5 ***** ******  86  74 ***** *****  0.67 ***** ** 
433570 99999 201708041200 250   1 *** *** OVC * * *  2.5 02 ** ** ** ** ** ** ** 6   76   76 1007.0 ***** ******  83 *** ***** ***** *****  0.83 ** 
433570 99999 201708051200 ***   0 *** *** OVC * * *  6.2 21 ** ** ** ** ** ** ** 6   78   76 1006.8 ***** ******  79 *** ***** ***** *****  1.14 ** 
433570 99999 201708060300 ***   0 *** *** OVC * * *  2.5 20 ** ** ** ** ** ** ** 6   77   76 1008.5 ***** ******  79  74 ***** *****  1.85 ***** ** 
433570 99999 201708061200 ***   0 *** *** BKN * * *  6.2 20 ** ** ** ** ** ** ** 6   82   79 1005.3 ***** ******  84 *** ***** ***** *****  0.43 ** 
433570 99999 201708070300 ***   0 *** *** OVC * * *  2.5 02 ** ** ** ** ** ** ** 6   80   78 1008.6 ***** ******  84  76 ***** *****  0.47 ***** ** 
433570 99999 201708081200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   75 1006.8 ***** ******  89 *** ***** ***** *****  0.00 ** 
433570 99999 201708090300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   79   76 1009.9 ***** ******  89  76 ***** *****  0.00 ***** ** 
433570 99999 201708091200 320   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   75 1007.6 ***** ******  89 *** ***** ***** ***** ***** ** 
433570 99999 201708100300 320   2 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   75 1011.2 ***** ******  89  76 ***** ***** ***** ***** ** 
433570 99999 201708101200 320   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   74 1006.4 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201708120300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   74 1011.6 ***** ******  81  72 ***** *****  0.31 ***** ** 
433570 99999 201708121200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   74 1008.4 ***** ******  90 *** ***** ***** ***** ***** ** 
433570 99999 201708130300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   77 1013.2 ***** ******  90  76 ***** ***** ***** ***** ** 
433570 99999 201708140300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   76 1012.4 ***** ******  88  75 ***** ***** ***** ***** ** 
433570 99999 201708141200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   76 1009.2 ***** ******  88 *** ***** ***** ***** ***** ** 
433570 99999 201708160300 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 5   80   76 1012.3 ***** ******  89  74 ***** *****  0.02 ***** ** 
433570 99999 201708161200 ***   0 *** *** BKN * * *  2.5 21 ** ** ** ** ** ** ** 6   78   76 1009.1 ***** ******  84 *** ***** ***** *****  0.51 ** 
433570 99999 201708171200 230   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   76 1006.2 ***** ******  88 *** ***** ***** ***** ***** ** 
433570 99999 201708180300 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   78   76 1009.1 ***** ******  88  73 ***** *****  0.91 ***** ** 
433570 99999 201708181200 ***   0 *** *** BKN * * *  6.2 21 ** ** ** ** ** ** ** 6   77   76 1007.2 ***** ******  87 *** ***** ***** *****  0.83 ** 
433570 99999 201708191200 320   1 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   81   77 1006.2 ***** ******  86 *** ***** ***** *****  0.28 ** 
433570 99999 201708210300 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   79   76 1008.7 ***** ******  82  73 ***** *****  0.94 ***** ** 
433570 99999 201708211200 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   78   76 1005.9 ***** ******  87 *** ***** ***** *****  0.20 ** 
433570 99999 201708221200 230   1 *** *** OVC * * *  2.5 02 ** ** ** ** ** ** ** 5   81   76 1006.8 ***** ******  86 *** ***** ***** *****  0.04 ** 
433570 99999 201708231200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   76 1008.0 ***** ******  88 *** ***** ***** ***** ***** ** 
433570 99999 201708240300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   77 1009.3 ***** ******  88  74 ***** ***** ***** ***** ** 
433570 99999 201708241200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   76 1006.7 ***** ******  88 *** ***** ***** ***** ***** ** 
433570 99999 201708250300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   80   76 1009.3 ***** ******  88  75 ***** ***** ***** ***** ** 
433570 99999 201708251200 290   1 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   76 1006.1 ***** ******  86 *** ***** ***** ***** ***** ** 
433570 99999 201708260300 ***   0 *** *** BKN * * *  6.2 20 ** ** ** ** ** ** ** 2   80   77 1008.0 ***** ******  86  75 ***** *****  0.00T***** ** 
433570 99999 201708261200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   77 1005.7 ***** ******  87 *** ***** ***** ***** ***** ** 
433570 99999 201708270300 ***   0 *** *** OVC * * *  6.2 50 ** ** ** ** ** ** ** 6   79   77 1007.2 ***** ******  87  73 ***** *****  1.10 ***** ** 
433570 99999 201708271200 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   80   76 1004.9 ***** ******  81 *** ***** ***** *****  0.87 ** 
433570 99999 201708280300 ***   0 *** *** OVC * * *  6.2 02 ** ** ** ** ** ** ** 6   77   76 1007.5 ***** ******  81  74 ***** *****  1.50 ***** ** 
433570 99999 201708281200 ***   0 *** *** OVC * * *  6.2 02 ** ** ** ** ** ** ** 5   79   75 1002.1 ***** ******  81 *** ***** ***** *****  0.00 ** 
433570 99999 201708291200 ***   0 *** *** OVC * * *  2.5 52 ** ** ** ** ** ** ** 6   75   75 1006.8 ***** ******  77 *** ***** ***** *****  0.79 ** 
433570 99999 201708300300 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 5   79   77 1010.3 ***** ****** ***  73 ***** *****  0.91 ***** ** 
433570 99999 201708301200 320   1 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   83   76 1007.4 ***** ******  87 *** ***** ***** *****  0.12 ** 
433570 99999 201708310300 ***   0 *** *** BKN * * *  2.5 ** ** ** ** ** ** ** ** *   81   78 1011.8 ***** ******  87  75 ***** *****  0.12 ***** ** 
433570 99999 201708311200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   85   76 1007.3 ***** ******  89 *** ***** ***** ***** ***** ** 
433570 99999 201709010300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   82   77 1012.1 ***** ******  89  76 ***** ***** ***** ***** ** 
433570 99999 201709011200 250   2 *** *** OVC * * *  2.5 ** ** ** ** ** ** ** ** *   83   76 1007.2 ***** ******  91 *** ***** ***** ***** ***** ** 
433570 99999 201709021200 320   2 *** *** OVC * * *  2.5 20 ** ** ** ** ** ** ** 2   82   76 1007.4 ***** ******  89 *** ***** ***** *****  0.00T** 
433570 99999 201709041200 ***   0 *** 722 SCT * * *  6.2 ** ** ** ** ** ** ** ** *   83   78 1007.0 ***** ******  92 *** ***** ***** ***** ***** ** 
433570 99999 201709050300 ***   0 *** *** BKN * * *  6.2 02 ** ** ** ** ** ** ** 6   82   76 1011.1 ***** ******  92  75 ***** *****  0.35 ***** ** 
433570 99999 201709051200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   84   79 1007.2 ***** ******  91 *** ***** ***** ***** ***** ** 
433570 99999 201709060300 ***   0 *** *** OVC * * *  2.5 ** ** ** ** ** ** ** ** *   80   76 1011.0 ***** ******  91  76 ***** ***** ***** ***** ** 
433570 99999 201709070300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   78 1008.6 ***** ******  85  75 ***** ***** ***** ***** ** 
433570 99999 201709071200 ***   0 *** *** OVC * * *  2.5 61 ** ** ** ** ** ** ** 2   79   79 1007.5 ***** ******  90 *** ***** ***** *****  0.12 ** 
433570 99999 201709080300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   81   74 1010.2 ***** ******  90  72 ***** *****  0.43 ***** ** 
433570 99999 201709081200 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   83   77 1006.9 ***** ******  89 *** ***** ***** ***** ***** ** 
433570 99999 201709090300 ***   0 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   78   75 1009.5 ***** ******  89  73 ***** *****  0.12 ***** ** 
433570 99999 201709091200 250   1 *** *** OVC * * *  6.2 ** ** ** ** ** ** ** ** *   81   76 1007.0 ***** ******  86 *** ***** ***** *****  0.00 ** 
